Ref_DOI_number,Perovskite_composition_short_form,Perovskite_composition_long_form,EQE_integrated_Jsc,JV_default_Voc,JV_default_Jsc,Perovskite_band_gap
10.1016/j.orgel.2018.06.038,MAPbI,MAPbI3,18.9,1.03,20.12,1.6
10.1016/j.orgel.2018.09.034,MAPbI,MAPbI3,18.9,1.06,19.57,1.6
10.1002/solr.201900223,MAPbI,MAPbI3,18.9,0.9,20.6,1.6
10.1021/acsaem.9b01997,MAPbI,MAPbI3,18.9,1.0,12.9,1.6
10.1039/c5nr03610k,MAPbI,MAPbI3,18.9,0.953,19.1,1.6
10.1039/C8TC04525A,MAPbI,MAPbI3,18.9,1.04,20.9,1.6
10.1039/c7nr02674a,MAPbI,MAPbI3,18.9,1.019,19.37,1.6
10.1002/slct.201803002,MAPbI,MAPbI3,18.9,0.97,19.06,1.6
10.1002/admi.201900434,MAPbI,MAPbI3,18.9,1.06,17.8,1.6
10.1016/j.jpowsour.2018.04.049,MAPbI,MAPbI3,18.9,0.92,21.02,1.6
10.1016/j.jpowsour.2017.12.024,MAPbI,MAPbI3,18.9,1.03,19.8,1.6
10.1038/srep30759,MAPbI,MAPbI3,18.9,,,1.6
10.1016/j.apsusc.2019.03.164,MAPbI,MAPbI3,18.9,1.085,19.16,1.6
10.1039/c7nr07753j,MAPbI,MAPbI3,18.9,,,1.6
10.1002/anie.201604399,MAPbI,MAPbI3,18.9,1.06,19.59,1.6
10.1039/c6ra16355f,MAPbI,MAPbI3,18.9,1.1,20.7,1.6
10.1021/acs.nanolett.6b04019,MAPbI,MAPbI3,18.9,1.11,19.2,1.6
10.1038/srep30759,MAPbI,MAPbI3,18.9,1.04,20.1,1.6
10.1038/srep30759,MAPbI,MAPbI3,18.9,,,1.6
10.1039/c7ta01636k,MAPbI,MAPbI3,18.89,1.13,22.6,1.6
10.1016/j.solmat.2017.07.022,MAPbI,MAPbI3,18.89,0.94,19.05,1.58
10.1039/c6ta07876a,MAPbI,MAPbI3,18.88,1.06,19.19,1.6
10.1007/s10853-018-2752-z,MAPbI,MAPbI3,18.88,1.106,21.07,1.6
10.1021/acsami.8b05956,MAPbI,MAPbI3,18.88,0.84,16.42,1.55
10.1016/j.solener.2017.12.043,MAPbI,MAPbI3,18.87,1.04,18.73,1.6
10.1016/j.nanoen.2018.06.024,MAPbI,MAPbI3,18.87,1.06,19.96,1.6
10.1021/acsami.8b18530,MAPbI,MAPbI3,18.86,0.936,19.44,1.6
10.1021/acs.nanolett.7b00200,MAPbI,MAPbI3,18.86,0.82,20.46,1.6
10.1016/j.synthmet.2018.07.017,MAPbI,MAPbI3,18.85,1.018,20.09,1.6
10.1002/adma.201306271,MAPbI,MAPbI3,18.84,0.969,17.64,1.6
10.1016/j.electacta.2016.07.095,MAPbI,MAPbI3,18.84,0.893,20.83,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,18.83,0.8959999999999999,19.17,1.6
10.1016/j.orgel.2019.105573,MAPbI,MAPbI3,18.83,0.96,19.34,
10.1016/j.jechem.2015.10.003,MAPbI,MAPbI3,18.82,0.86,20.63,1.6
10.1021/acsaem.9b01928,MAPbI,MAPbI3,18.81,0.9,19.9,1.61
10.1039/c6ta08799j,MAPbI,MAPbI3,18.8,0.87,20.2,1.6
10.1039/c6ta08799j,MAPbI,MAPbI3,18.8,0.85,20.7,1.6
10.1088/1361-6528/aa6956,MAPbI,MAPbI3,18.8,1.05,19.59,1.6
10.1002/aenm.201601499,MAPbI,MAPbI3,18.8,0.92,19.3,1.6
10.1039/c8ta00303c,MAPbI,MAPbI3,18.8,1.02,20.0,1.6
10.1021/acsami.7b10987,MAPbI,MAPbI3,18.8,0.89,19.0,1.6
10.1021/acsami.7b17798,MAPbI,MAPbI3,18.8,0.992,19.3,1.6
10.1016/j.electacta.2015.09.165,MAPbI,MAPbI3,18.8,0.963,19.1,1.6
10.1039/c8tc05773g,MAPbI,MAPbI3,18.8,0.97,19.32,1.6
10.1039/c8se00095f,MAPbI,MAPbI3,18.8,1.07,22.0,1.6
10.1021/acsaem.9b00613,MAPbI,MAPbI3,18.8,1.06,20.1,1.5
10.1021/acsami.8b02035,MAPbI,MAPbI3,18.8,0.96,19.6,1.6
10.1021/acsami.5b06171,MAPbI,MAPbI3,18.8,0.86,19.6,1.6
10.1021/acsami.8b02035,MAPbI,MAPbI3,18.8,0.96,19.6,1.6
10.1016/j.nanoen.2019.104018,MAPbI,MAPbI3,18.8,0.91,19.7,1.6
10.1016/j.nanoen.2019.104018,MAPbI,MAPbI3,18.8,0.93,19.5,1.6
10.1002/aenm.201703007,MAPbI,MAPbI3,18.8,1.03,17.9,1.6
10.1039/c5ta05286f,MAPbI,MAPbI3,18.79,0.93,19.36,1.6
10.1002/cssc.201701827,MAPbI,MAPbI3,18.79,0.97,19.8,1.6
10.1021/acsami.8b18402,MAPbI,MAPbI3,18.79,1.023,19.95,1.6
10.1109/JPHOMV.2018.2877002,MAPbI,MAPbI3,18.78,1.071,20.9,1.6
10.1021/acsami.7b16312,MAPbI,MAPbI3,18.78,1.0,19.42,1.6
10.1021/acsami.7b16312,MAPbI,MAPbI3,18.78,0.97,18.92,1.58
10.1016/j.apsusc.2017.08.184,MAPbI,MAPbI3,18.78,1.07,19.42,1.6
10.1039/c8cp03223h,MAPbI,MAPbI3,18.78,0.02,0.96,1.6
10.1039/c8ra03119c,MAPbI,MAPbI3,18.78,0.99,18.95,1.6
10.1016/j.tsf.2018.07.041,MAPbI,MAPbI3,18.78,1.1,19.49,1.6
10.1039/c8ta06730a,MAPbI,MAPbI3,18.78,0.964,20.13,1.6
10.1016/j.solener.2019.02.056,MAPbI,MAPbI3,18.77,0.95,22.09,1.5
10.1039/c8ee01065j,MAPbI,MAPbI3,18.76,0.93,21.7,1.62
10.1039/c7ta02822a,MAPbI,MAPbI3,18.75,1.073,19.25,1.6
10.1039/c5ta04313a,MAPbI,MAPbI3,18.75,1.08,18.88,1.5
10.1039/c9qi00557a,MAPbI,MAPbI3,18.75,0.92,19.45,1.59
10.1016/j.orgel.2017.02.041,MAPbI,MAPbI3,18.75,1.08,18.51,1.6
10.1016/j.electacta.2018.10.130,MAPbI,MAPbI3,18.75,1.06,23.15,1.6
10.1039/c6ta10470c,MAPbI,MAPbI3,18.74,1.0,19.55,1.6
10.1016/j.solener.2017.12.045,MAPbI,MAPbI3,18.74,1.06,19.44,1.6
10.1039/c9ta01278h,MAPbI,MAPbI3,18.73,1.05,21.57,1.6
10.1016/j.synthmet.2019.116107,MAPbI,MAPbI3,18.73,1.05,19.66,1.6
10.1039/c8ee01065j,MAPbI,MAPbI3,18.73,0.97,20.7,1.61
10.1021/acsami.8b07422,MAPbI,MAPbI3,18.72,1.04,20.8,1.6
10.1039/c9tc03941d,MAPbI,MAPbI3,18.72,1.03,18.58,1.5
10.1016/j.electacta.2017.10.085,MAPbI,MAPbI3,18.72,1.058,19.72,1.6
10.1016/j.jpowsour.2018.05.091,MAPbI,MAPbI3,18.71,1.038,20.2,1.6
10.1021/acsami.8b10253,MAPbI,MAPbI3,18.7,0.99,19.4,1.6
10.1039/c6ra16355f,MAPbI,MAPbI3,18.7,1.01,20.5,1.6
10.1007/s10854-016-5492-3,MAPbI,MAPbI3,18.7,0.84,19.1,1.6
10.1039/c5ra25753k,MAPbI,MAPbI3,18.7,1.022,19.54,1.6
10.1016/j.solener.2016.10.003,MAPbI,MAPbI3,18.7,1.024,19.35,1.6
10.1021/acsami.8b10253,MAPbI,MAPbI3,18.7,0.99,19.4,1.6
10.1002/cphc.201900856,MAPbI,MAPbI3,18.7,1.03,19.4,1.6
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,18.7,0.953,21.0,1.53
10.1002/cphc.201900856,MAPbI,MAPbI3,18.7,0.99,19.5,1.6
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,18.7,0.941,20.3,1.53
10.1038/s41598-019-51273-y,MAPbI,MAPbI3,18.7,1.01,18.66,1.6
10.1063/1.4960698,MAPbI,MAPbI3,18.7,1.1,20.5,1.6
10.1002/adfm.201504041,MAPbI,MAPbI3,18.7,0.88,19.9,1.6
10.1039/c6ta08799j,MAPbI,MAPbI3,18.7,0.99,21.6,1.6
10.1016/j.electacta.2016.09.138,MAPbI,MAPbI3,18.7,0.92,20.1,1.6
10.1016/j.solener.2019.08.036,MAPbI,MAPbI3,18.7,0.87,15.24,1.6
10.1016/j.jpowsour.2015.10.023,MAPbI,MAPbI3,18.7,0.98,20.6,1.58
10.1038/NNANO.2014.181,MAPbI,MAPbI3,18.7,1.081,18.92,1.6
10.1021/acsami.7b15031,MAPbI,MAPbI3,18.7,1.054,19.42,1.59
10.1039/c7nr02674a,MAPbI,MAPbI3,18.7,1.016,19.01,1.6
10.1016/j.solmat.2015.09.054,MAPbI,MAPbI3,18.7,1.06,19.4,1.6
10.1016/j.nanoen.2017.05.049,MAPbI,MAPbI3,18.7,1.05,21.8,1.6
10.1088/1361-6463/aa9d30,MAPbI,MAPbI3,18.69,0.95,20.96,1.5
10.1016/j.solener.2020.03.086,MAPbI,MAPbI3,18.69,1.01,18.83,1.63
10.1039/c7ta09646a,MAPbI,MAPbI3,18.69,0.922,18.82,1.6
10.1021/acs.jpcc.8b08869,MAPbI,MAPbI3,18.68,1.04,18.68,1.6
10.1039/c7ee02685d,MAPbI,MAPbI3,18.67,1.02,20.55,1.62
10.1002/solr.201800054,MAPbI,MAPbI3,18.67,0.9,19.77,1.6
10.1039/C5TA03802B,MAPbI,MAPbI3,18.66,0.97,19.2,1.6
10.1016/j.electacta.2018.06.019,MAPbI,MAPbI3,18.66,1.028,18.78,1.6
10.1109/JPHOTOV.2018.2877003,MAPbI,MAPbI3,18.65,0.97,19.03,1.6
10.1021/acsami.8b15513,MAPbI,MAPbI3,18.64,1.05,21.76,1.6
10.1021/acsami.7b09146,MAPbI,MAPbI3,18.62,1.0,17.85,1.6
10.1016/j.solmat.2019.03.022,MAPbI,MAPbI3,18.61,0.8,20.02,1.6
10.1021/acsami.8b18402,MAPbI,MAPbI3,18.61,1.002,19.65,1.6
10.1016/j.solmat.2017.03.030,MAPbI,MAPbI3,18.61,0.97,19.68,1.6
10.1016/j.apsusc.2018.04.058,MAPbI,MAPbI3,18.61,0.99,18.6,1.6
10.1016/j.solmat.2019.03.022,MAPbI,MAPbI3,18.61,0.83,20.9,1.6
10.1016/j.apsusc.2018.04.058,MAPbI,MAPbI3,18.61,1.01,18.89,1.6
10.1039/c6cp06709c,MAPbI,MAPbI3,18.6,0.88,18.1,1.6
10.1039/c8ee00162f,MAPbI,MAPbI3,18.6,1.11,19.3,1.6
10.1002/aenm.201501890,MAPbI,MAPbI3,18.6,0.97,20.2,1.6
10.1063/1.4989560,MAPbI,MAPbI3,18.6,0.97,20.82,1.5
10.1016/j.electacta.2018.06.015,MAPbI,MAPbI3,18.6,0.995,21.43,1.6
10.1038/NENERGY.2015.12,MAPbI,MAPbI3,18.6,1.0,18.9,1.6
10.1016/j.solmat.2017.07.022,MAPbI,MAPbI3,18.6,0.94,18.79,1.58
10.1021/acsaem.8b00277,MAPbI,MAPbI3,18.6,0.95,20.0,1.6
10.1016/j.jpowsour.2017.03.144,MAPbI,MAPbI3,18.6,1.002,18.6,1.6
10.1016/j.nanoen.2018.04.056,MAPbI,MAPbI3,18.6,1.07,18.2,1.6
10.1016/j.orgel.2018.11.021,MAPbI,MAPbI3,18.6,1.04,23.36,1.6
10.1016/j.solener.2016.10.005,MAPbI,MAPbI3,18.6,0.99,18.8,1.6
10.1002/aenm.201601822,MAPbI,MAPbI3,18.6,1.0,18.5,1.6
10.1002/cphc.201600817,MAPbI,MAPbI3,18.6,0.98,19.0,1.6
10.1002/solr.201700164,MAPbI,MAPbI3,18.6,1.02,22.4,1.6
10.1021/acsami.5b08038,MAPbI,MAPbI3,18.6,0.998,18.83,1.6
10.1016/j.nanoen.2019.05.072,MAPbI,MAPbI3,18.595,1.05,19.22,1.63
10.1016/j.jpowsour.2018.04.086,MAPbI,MAPbI3,18.59,1.04,23.5,1.6
10.1016/j.jpowsour.2018.04.086,MAPbI,MAPbI3,18.59,1.0,19.82,1.6
10.1039/c6ee02139e,MAPbI,MAPbI3,18.59,1.12,22.75,1.6
10.1039/c8ra08940j,MAPbI,MAPbI3,18.58,1.03,21.03,1.6
10.1016/j.mtener.2018.01.006,MAPbI,MAPbI3,18.58,1.07,19.07,1.59
10.1016/j.solmat.2017.03.030,MAPbI,MAPbI3,18.56,0.98,19.71,1.6
10.1039/c7nr01135k,MAPbI,MAPbI3,18.56,0.79,18.2,1.6
10.1038/ncomms8348,MAPbI,MAPbI3,18.56,0.84,19.58,1.6
10.1002/aenm.201700012,MAPbI,MAPbI3,18.56,1.07,20.15,1.6
10.1016/j.jcis.2018.04.019,MAPbI,MAPbI3,18.55,0.97,20.05,1.55
10.1039/c7tc00597k,MAPbI,MAPbI3,18.55,0.92,19.05,1.6
10.1016/j.orgel.2018.07.002,MAPbI,MAPbI3,18.54,0.93,20.26,1.6
10.1016/j.solmat.2015.09.054,MAPbI,MAPbI3,18.53,1.07,19.5,1.6
10.1039/c5ee00222b,MAPbI,MAPbI3,18.53,0.88,19.41,1.5
10.1039/c8tc02507j,MAPbI,MAPbI3,18.53,0.91,18.81,1.6
10.1039/c4ta01310g,MAPbI,MAPbI3,18.53,0.727,14.4,1.6
10.1039/c5nr08344c,MAPbI,MAPbI3,18.52,0.954,18.83,1.6
10.1039/c8ta06689b,MAPbI,MAPbI3,18.52,1.11,18.94,1.6
10.1039/c8ta06689b,MAPbI,MAPbI3,18.52,,,1.6
10.1016/j.dyepig.2019.107630,MAPbI,MAPbI3,18.51,1.05,19.45,1.6
10.1007/s10854-018-0319-z,MAPbI,MAPbI3,18.51,1.05,20.99,1.6
10.1021/acssuschemeng.8b04078,MAPbI,MAPbI3,18.5,0.98,18.8,1.6
10.1246/cl.180616,MAPbI,MAPbI3,18.5,1.1,18.7,1.6
10.1021/acsaem.9b00070,MAPbI,MAPbI3,18.5,1.07,19.0,1.6
10.1016/j.orgel.2016.01.002,MAPbI,MAPbI3,18.5,0.92,19.0,1.6
10.1016/j.solmat.2017.04.038,MAPbI,MAPbI3,18.5,1.07,19.8,1.6
10.1016/j.jpowsour.2019.04.009,MAPbI,MAPbI3,18.5,0.89,21.13,1.6
10.1002/aenm.201701981,MAPbI,MAPbI3,18.5,1.08,22.8,1.6
10.1039/c5ta09520d,MAPbI,MAPbI3,18.5,1.1,18.7,1.6
10.1039/C7TA01752A,MAPbI,MAPbI3,18.5,0.96,18.8,1.6
10.1021/acs.jpcc.8b07124,MAPbI,MAPbI3,18.5,1.08,20.4,1.6
10.1002/adfm.201803126,MAPbI,MAPbI3,18.5,1.002,18.92,1.6
10.1063/1.4918751,MAPbI,MAPbI3,18.5,0.88,18.5,1.55
10.1016/j.nanoen.2016.08.001,MAPbI,MAPbI3,18.5,1.13,19.73,1.6
10.1021/acsami.7b15008,MAPbI,MAPbI3,18.5,1.074,19.63,1.62
10.1021/acs.nanolett.6b04019,MAPbI,MAPbI3,18.5,1.11,19.0,1.6
10.1016/j.electacta.2018.06.015,MAPbI,MAPbI3,18.5,0.999,19.13,1.6
10.1002/adfm.201801508,MAPbI,MAPbI3,18.5,0.88,19.3,1.6
10.1002/adma.201502586,MAPbI,MAPbI3,18.5,,,1.6
10.1016/j.orgel.2018.05.052,MAPbI,MAPbI3,18.5,1.0,19.13,1.6
10.1021/acsami.6b13372,MAPbI,MAPbI3,18.5,0.953,17.91,1.6
10.1021/ja411509g,MAPbI,MAPbI3,18.5,0.924,19.8,1.6
10.1016/j.solmat.2016.11.031,MAPbI,MAPbI3,18.5,1.01,18.8,
10.1002/cplu.201700471,MAPbI,MAPbI3,18.5,1.109,21.03,1.6
10.1016/j.ceramint.2018.07.121,MAPbI,MAPbI3,18.5,1.08,19.45,1.6
10.1021/acs.jpcc.9b02621,MAPbI,MAPbI3,18.5,1.018,20.56,1.59
10.1039/c6ee01987k,MAPbI,MAPbI3,18.5,1.08,19.8,1.6
10.1039/c4ta01786b,MAPbI,MAPbI3,18.49,1.025,18.69,1.6
10.1002/solr.201800222,MAPbI,MAPbI3,18.48,1.04,18.73,1.6
10.1039/c6ta00893c,MAPbI,MAPbI3,18.48,0.96,19.58,
10.1021/acsami.7b09146,MAPbI,MAPbI3,18.47,1.01,19.58,1.6
10.1038/s41467-019-09167-0,MAPbI,MAPbI3,18.46,1.107,22.04,1.6
10.1039/c4nr04007d,MAPbI,MAPbI3,18.45,1.09,19.91,1.6
10.1016/j.orgel.2015.02.023,MAPbI,MAPbI3,18.45,0.93,19.96,1.6
10.1016/j.solmat.2017.05.071,MAPbI,MAPbI3,18.45,0.98,18.6,1.57
10.1016/j.solmat.2017.03.028,MAPbI,MAPbI3,18.45,0.92,18.93,1.6
10.1016/j.solmat.2015.06.024,MAPbI,MAPbI3,18.45,0.8759999999999999,19.44,1.6
10.1039/c8cp00563j,MAPbI,MAPbI3,18.44,1.04,19.66,1.6
10.3390/polym11010147,MAPbI,MAPbI3,18.44,1.04,19.28,1.6
10.1016/j.orgel.2019.03.033,MAPbI,MAPbI3,18.43,,19.19,1.6
10.1002/aenm.201602017,MAPbI,MAPbI3,18.41,1.05,19.04,1.6
10.1002/adfm.201706777,MAPbI,MAPbI3,18.4,0.9,19.36,1.6
10.1038/nature12340,MAPbI,MAPbI3,18.4,0.993,20.0,1.6
10.1016/j.jpowsour.2017.03.144,MAPbI,MAPbI3,18.4,1.042,18.41,1.6
10.1002/aenm.201601499,MAPbI,MAPbI3,18.4,0.95,20.4,1.6
10.1039/c9tc03877a,MAPbI,MAPbI3,18.4,1.04,16.11,1.6
10.1002/adma.201705786,MAPbI,MAPbI3,18.4,0.92,22.8,1.6
10.1039/c6ta07004c,MAPbI,MAPbI3,18.4,1.09,18.5,1.6
10.1039/c7ta03541a,MAPbI,MAPbI3,18.4,1.011,19.75,1.56
10.1016/j.jpowsour.2016.12.026,MAPbI,MAPbI3,18.4,1.1,17.6,1.6
10.1038/s41598-017-08642-2,MAPbI,MAPbI3,18.4,0.91,20.6,1.6
10.1039/c6ra28501e,MAPbI,MAPbI3,18.4,1.04,20.59,1.59
10.1039/c6ta04600b,MAPbI,MAPbI3,18.4,0.948,19.1,
10.1039/c5ta07008b,MAPbI,MAPbI3,18.4,0.89,18.9,1.6
10.1021/acsami.7b09803,MAPbI,MAPbI3,18.4,1.09,20.9,1.6
10.1039/c6ta00989a,MAPbI,MAPbI3,18.4,1.032,19.8,1.6
10.1002/solr.201800002,MAPbI,MAPbI3,18.4,0.95,22.89,1.6
10.1038/nenergy.2017.38,MAPbI,MAPbI3,18.39,1.111,21.38,1.6
10.1007/s10008-018-4066-0,MAPbI,MAPbI3,18.39,1.08,21.0,1.6
10.1039/c9nr04801d,MAPbI,MAPbI3,18.37,0.95,19.96,1.6
10.1039/c7nr05416e,MAPbI,MAPbI3,18.37,1.13,18.65,1.6
10.1016/j.mtener.2018.01.006,MAPbI,MAPbI3,18.37,1.07,18.59,1.59
10.1016/j.jallcom.2020.156329,MAPbI,MAPbI3,18.37,0.913,19.56,1.61
10.1039/c6ta05053k,MAPbI,MAPbI3,18.37,0.91,19.45,1.5
10.1002/solr.201700105,MAPbI,MAPbI3,18.361,0.85,18.66,1.6
10.1039/c7ta01636k,MAPbI,MAPbI3,18.36,1.11,22.14,1.6
10.1016/j.solmat.2017.03.030,MAPbI,MAPbI3,18.36,0.97,19.24,1.6
10.1039/c6ra27704g,MAPbI,MAPbI3,18.35,0.87,19.71,1.6
10.1002/ente.201600303,MAPbI,MAPbI3,18.34,0.921,20.03,1.6
10.1002/smll.201701535,MAPbI,MAPbI3,18.34,1.02,19.8,1.59
10.1039/c6ta07876a,MAPbI,MAPbI3,18.33,1.07,18.43,1.6
10.1039/c5ta10288j,MAPbI,MAPbI3,18.33,1.04,19.42,1.6
10.1039/c6qm00097e,MAPbI,MAPbI3,18.31,0.97,19.07,1.5
10.1002/advs.201700018,MAPbI,MAPbI3,18.3,0.98,19.92,1.61
10.1016/j.orgel.2018.10.032,MAPbI,MAPbI3,18.3,1.01,18.8,1.6
10.1002/solr.201900223,MAPbI,MAPbI3,18.3,0.95,20.3,1.6
10.1039/c6ta00168h,MAPbI,MAPbI3,18.3,1.05,19.6,1.6
10.1016/j.solmat.2017.01.013,MAPbI,MAPbI3,18.3,0.93,24.4,1.6
10.1039/C6TA04267H,MAPbI,MAPbI3,18.3,1.07,22.4,1.6
10.1039/c4ta05070c,MAPbI,MAPbI3,18.3,0.99,21.8,1.6
10.1039/c5mh00154d,MAPbI,MAPbI3,18.3,0.971,19.3,1.6
10.1039/c4cp00460d,MAPbI,MAPbI3,18.3,0.84,19.0,1.6
10.1063/1.4918751,MAPbI,MAPbI3,18.3,0.89,18.3,1.55
10.1016/j.electacta.2017.12.108,MAPbI,MAPbI3,18.3,1.06,19.2,1.6
10.1039/C4TA05070C,MAPbI,MAPbI3,18.3,0.99,21.8,1.6
10.1021/acsami.7b10987,MAPbI,MAPbI3,18.3,0.82,17.7,1.6
10.1088/1361-6528/ab4f2a,MAPbI,MAPbI3,18.28,0.94,19.53,1.6
10.1039/c7ra07475a,MAPbI,MAPbI3,18.28,0.88,18.3,1.6
10.1016/j.electacta.2016.05.122,MAPbI,MAPbI3,18.28,0.019,0.986,1.6
10.1039/c8ta05291c,MAPbI,MAPbI3,18.28,0.98,19.8,1.6
10.1088/1361-6528/ab4f2a,MAPbI,MAPbI3,18.28,0.94,19.53,1.6
10.1039/c8ta05291c,MAPbI,MAPbI3,18.28,0.98,19.8,1.6
10.1016/j.materresbull.2018.03.027,MAPbI,MAPbI3,18.26,1.05,18.93,1.6
10.1021/nn505978r,MAPbI,MAPbI3,18.24,1.03,18.36,1.62
10.1021/acsami.6b03276,MAPbI,MAPbI3,18.23,1.08,19.88,1.6
10.1039/c8ra08940j,MAPbI,MAPbI3,18.22,1.05,20.15,1.6
10.1021/acsami.5b09012,MAPbI,MAPbI3,18.2,0.96,19.27,1.5
10.1007/s12274-017-1894-7,MAPbI,MAPbI3,18.2,0.92,19.87,1.6
10.1021/acs.chemmater.6b03445,MAPbI,MAPbI3,18.2,1.064,21.97,1.6
10.1039/c6qm00379f,MAPbI,MAPbI3,18.2,0.95,18.7,1.6
10.1021/acsami.5b09012,MAPbI,MAPbI3,18.2,0.99,21.53,1.5
10.1007/s10854-016-5492-3,MAPbI,MAPbI3,18.2,0.85,18.5,1.6
10.1021/acsami.5b09012,MAPbI,MAPbI3,18.2,0.85,16.37,1.5
10.1021/acs.jpcc.5b09393,MAPbI,MAPbI3,18.2,0.93,19.1,1.57
10.1021/acsami.5b09012,MAPbI,MAPbI3,18.2,0.9,16.91,1.5
10.1117/1.JPE.6.022002,MAPbI,MAPbI3,18.2,1.07,20.8,1.6
10.1039/C4TA05070C,MAPbI,MAPbI3,18.2,0.98,19.5,1.6
10.1016/j.solener.2019.02.020,MAPbI,MAPbI3,18.2,0.95,19.43,1.6
10.1021/acsami.5b09012,MAPbI,MAPbI3,18.2,1.02,18.92,1.5
10.1016/j.apsusc.2016.06.171,MAPbI,MAPbI3,18.2,0.96,17.33,
10.1016/j.nanoen.2018.04.056,MAPbI,MAPbI3,18.2,1.03,18.2,1.6
10.1016/j.apsusc.2016.06.171,MAPbI,MAPbI3,18.2,,16.16,
10.1039/c5ra09691j,MAPbI,MAPbI3,18.2,,,1.6
10.1016/j.apsusc.2016.06.171,MAPbI,MAPbI3,18.2,0.88,7.13,
10.1016/j.apsusc.2016.06.171,MAPbI,MAPbI3,18.2,1.01,20.06,
10.1016/j.electacta.2015.09.165,MAPbI,MAPbI3,18.2,0.932,18.4,1.6
10.1016/j.apsusc.2016.06.171,MAPbI,MAPbI3,18.2,0.99,14.17,
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,18.2,0.86,18.44,1.53
10.1016/j.nanoen.2016.08.001,MAPbI,MAPbI3,18.2,1.11,17.7,1.6
10.1016/j.carbon.2018.07.010,MAPbI,MAPbI3,18.2,1.003,17.92,1.6
10.1039/c5ta02710a,MAPbI,MAPbI3,18.2,1.0,19.6,1.62
10.1039/d0ra01501f,MAPbI,MAPbI3,18.2,1.12,18.04,
10.1021/acsami.5b09012,MAPbI,MAPbI3,18.2,0.97,17.07,1.5
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,18.2,0.922,20.6,1.53
10.1039/c6ta04600b,MAPbI,MAPbI3,18.2,0.93,18.9,
10.1039/c7ta10945h,MAPbI,MAPbI3,18.2,0.902,,1.6
10.1016/j.nanoen.2018.04.056,MAPbI,MAPbI3,18.2,1.01,17.7,1.6
10.1021/acsami.6b00520,MAPbI,MAPbI3,18.2,0.915,18.88,1.6
10.1039/c4ta05070c,MAPbI,MAPbI3,18.2,0.98,19.5,1.6
10.1039/c4nr04007d,MAPbI,MAPbI3,18.19,1.03,18.5,1.6
10.1016/j.cej.2019.04.099,MAPbI,MAPbI3,18.19,0.934,18.34,1.55
10.1002/adma.201703236,MAPbI,MAPbI3,18.18,0.98,18.33,1.6
10.1038/s41598-017-08187-4,MAPbI,MAPbI3,18.16,1.053,19.48,1.6
10.1002/pssr.201600395,MAPbI,MAPbI3,18.16,1.04,18.1,1.6
10.1039/c6cc00522e,MAPbI,MAPbI3,18.15,1.03,17.42,1.6
10.1016/j.apsusc.2017.02.150,MAPbI,MAPbI3,18.15,0.98,19.9,1.6
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,18.15,0.935,20.2,1.53
10.1016/j.nanoen.2019.05.084,MAPbI,MAPbI3,18.15,0.942,20.1,1.53
10.1002/aenm.201702182,MAPbI,MAPbI3,18.15,1.06,18.0,1.6
10.1039/c6qm00097e,MAPbI,MAPbI3,18.14,1.001,18.94,1.5
10.1016/j.orgel.2015.02.023,MAPbI,MAPbI3,18.13,0.95,19.79,1.6
10.1016/j.solmat.2017.03.030,MAPbI,MAPbI3,18.13,0.97,19.18,1.6
10.1021/acsami.7b15008,MAPbI,MAPbI3,18.12,1.039,19.71,1.63
10.1039/c7ee02685d,MAPbI,MAPbI3,18.12,1.08,21.59,1.62
10.1016/j.solmat.2018.01.017,MAPbI,MAPbI3,18.12,1.1,20.71,1.5
10.1142/S1793604718500807,MAPbI,MAPbI3,18.12,0.96,19.6,1.6
10.1016/j.solener.2019.05.073,MAPbI,MAPbI3,18.11,0.9,18.62,1.61
10.1142/S1793604718500881,MAPbI,MAPbI3,18.11,1.0,17.43,1.6
10.1039/c6cc00522e,MAPbI,MAPbI3,18.11,1.03,17.32,1.6
10.1039/c5nr06692a,MAPbI,MAPbI3,18.11,0.938,16.97,1.6
10.1021/acsami.5b12849,MAPbI,MAPbI3,18.11,1.01,20.47,1.6
10.1039/c7ra13744c,MAPbI,MAPbI3,18.1,0.98,18.47,1.6
10.3390/nano9091263,MAPbI,MAPbI3,18.1,1.0,20.5,1.6
10.3390/ma12050726,MAPbI,MAPbI3,18.1,1.06,18.88,1.6
10.1039/c5ta02502h,MAPbI,MAPbI3,18.1,1.04,19.5,1.6
10.1016/j.electacta.2018.06.019,MAPbI,MAPbI3,18.1,1.039,17.94,1.6
10.1039/c7se00220c,MAPbI,MAPbI3,18.1,1.03,20.81,1.6
10.1002/smll.201904715,MAPbI,MAPbI3,18.1,0.83,19.25,1.6
10.1039/c7ra13744c,MAPbI,MAPbI3,18.1,1.0,22.62,1.6
10.1021/acs.nanolett.6b04019,MAPbI,MAPbI3,18.1,1.08,18.7,1.6
10.1039/C8TC04525A,MAPbI,MAPbI3,18.1,0.96,20.2,1.6
10.1039/c5ta08250a,MAPbI,MAPbI3,18.1,1.05,18.7,1.6
